date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:18:34	9825/9825	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:48:39%20GMT	http://www.melangesimsr.com/star_night	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/star_night.html	(from http://www.melangesimsr.com/)
10:19:13	241159/241159	---M--	200	added ('OK')	image/png	etag:%223ae07-59e007521fbaa%22	http://www.melangesimsr.com/assets/melange2020/img/recycle-MelangeLogo.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/recycle-MelangeLogo.png	(from http://www.melangesimsr.com/)
10:19:17	84049/84049	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:49:20%20GMT	http://www.melangesimsr.com/event_details_2020?evno=4	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/event_details_2020b2f3.html	(from http://www.melangesimsr.com/)
10:19:26	54782/54782	---M--	200	added ('OK')	image/jpeg	etag:%22d5fe-59dc537183ee5%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Abhigrahan.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Abhigrahan.jpg	(from http://www.melangesimsr.com/)
10:19:37	62756/62756	---M--	200	added ('OK')	image/jpeg	etag:%22f524-59dc53641d4c5%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Commercio.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Commercio.jpg	(from http://www.melangesimsr.com/)
10:19:45	49714/49714	---M--	200	added ('OK')	image/jpeg	etag:%22c232-59dc536f44bda%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Corporate_Ranbhoomi.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Corporate_Ranbhoomi.jpg	(from http://www.melangesimsr.com/)
10:19:54	49275/49275	---M--	200	added ('OK')	image/jpeg	etag:%22c07b-59dc536f44bda%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Equity_Research_Competition.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Equity_Research_Competition.jpg	(from http://www.melangesimsr.com/)
10:20:03	52228/52228	---M--	200	added ('OK')	image/jpeg	etag:%22cc04-59dc536d0d5cf%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Green_Trade.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Green_Trade.jpg	(from http://www.melangesimsr.com/)
10:20:14	61563/61563	---M--	200	added ('OK')	image/jpeg	etag:%22f07b-59dc536aabfe6%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/OpsQuest.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/OpsQuest.jpg	(from http://www.melangesimsr.com/)
10:20:24	60557/60557	---M--	200	added ('OK')	image/jpeg	etag:%22ec8d-59dc53688537b%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Stratinnova.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Stratinnova.jpg	(from http://www.melangesimsr.com/)
10:20:34	59197/59197	---M--	200	added ('OK')	image/jpeg	etag:%22e73d-59dc536673ecf%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Varigating_Brands.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Varigating_Brands.jpg	(from http://www.melangesimsr.com/)
10:20:42	837556/837556	---M--	200	added ('OK')	image/png	etag:%22cc7b4-581368d8bb0d7%22	http://www.melangesimsr.com/assets/melange2020/img/melange_logo.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/melange_logo.png	(from http://www.melangesimsr.com/)
10:20:43	842476/842476	---M--	200	added ('OK')	image/png	etag:%22cdaec-59d87931812f8%22	http://www.melangesimsr.com/assets/melange2020/img/starnight2020(lg).png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/starnight2020(lg).png	(from http://www.melangesimsr.com/)
10:20:45	67700/67700	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:50:48%20GMT	http://www.melangesimsr.com/event_details_2020?evno=16	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/event_details_20202200.html	(from http://www.melangesimsr.com/)
10:20:45	62968/62968	---M--	200	added ('OK')	image/jpeg	etag:%22f5f8-59dc536d0d5cf%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Glitterati.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Glitterati.jpg	(from http://www.melangesimsr.com/)
10:20:48	87554/87554	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:50:51%20GMT	http://www.melangesimsr.com/event_details_2020?evno=13	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/event_details_20204ad5.html	(from http://www.melangesimsr.com/)
10:20:51	70739/70739	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:50:52%20GMT	http://www.melangesimsr.com/event_details_2020?evno=7	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/event_details_20201e7f.html	(from http://www.melangesimsr.com/)
10:20:55	42988/42988	---M--	200	added ('OK')	image/jpeg	etag:%22a7ec-59dc53686309c%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Razzmatazz.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Razzmatazz.jpg	(from http://www.melangesimsr.com/)
10:20:55	85453/85453	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:50:57%20GMT	http://www.melangesimsr.com/event_details_2020?evno=8	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/event_details_2020bf0a.html	(from http://www.melangesimsr.com/)
10:20:58	45096/45096	---M--	200	added ('OK')	image/jpeg	etag:%22b028-59dc536ac2745%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Natsamrat.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Natsamrat.jpg	(from http://www.melangesimsr.com/)
10:21:05	56847/56847	---M--	200	added ('OK')	image/jpeg	etag:%22de0f-59dc536210e39%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Crescendo.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Crescendo.jpg	(from http://www.melangesimsr.com/)
10:21:05	57276/57276	---M--	200	added ('OK')	image/jpeg	etag:%22dfbc-59dc5361bedbc%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Game_Theory.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Game_Theory.jpg	(from http://www.melangesimsr.com/)
10:21:08	60705/60705	---M--	200	added ('OK')	image/jpeg	etag:%22ed21-59dc536442684%22	http://www.melangesimsr.com/assets/melange2020/img/EventPosters/Civil_War.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/EventPosters/Civil_War.jpg	(from http://www.melangesimsr.com/)
10:21:11	35117/35117	---M--	200	added ('OK')	image/jpeg	etag:%22892d-59ded2a3412cd%22	http://www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/GeetaUppal.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/GeetaUppal.jpg	(from http://www.melangesimsr.com/)
10:21:11	32386/32386	---M--	200	added ('OK')	image/jpeg	etag:%227e82-59ded2a35996c%22	http://www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/SujanRoy.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/SujanRoy.jpg	(from http://www.melangesimsr.com/)
10:21:14	60020/60020	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:51:17%20GMT	http://www.melangesimsr.com/speaker_details?spno=mel20-4	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details0979.html	(from http://www.melangesimsr.com/)
10:21:15	40076/40076	---M--	200	added ('OK')	image/jpeg	etag:%229c8c-59ded2a22ccf7%22	http://www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/PrashantMahajan.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/speakers/Speakers20/PrashantMahajan.jpg	(from http://www.melangesimsr.com/)
10:21:33	119911/119911	---M--	200	added ('OK')	image/jpeg	etag:%221d467-59def49257478%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Star_Night2.JPG	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Star_Night2.jpg	(from http://www.melangesimsr.com/)
10:21:36	145300/145300	---M--	200	added ('OK')	image/jpeg	etag:%2223794-59def49123aa3%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Star_Night14.JPG	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Star_Night14.jpg	(from http://www.melangesimsr.com/)
10:21:37	132524/132524	---M--	200	added ('OK')	image/jpeg	etag:%22205ac-59def48d39b87%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz1.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz1.jpg	(from http://www.melangesimsr.com/)
10:21:56	140786/140786	---M--	200	added ('OK')	image/jpeg	etag:%22225f2-59def48d3e9a7%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz5.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz5.jpg	(from http://www.melangesimsr.com/)
10:21:58	133147/133147	---M--	200	added ('OK')	image/jpeg	etag:%222081b-59def48fd2c0f%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR4.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR4.jpg	(from http://www.melangesimsr.com/)
10:22:03	163607/163607	---M--	200	added ('OK')	image/jpeg	etag:%2227f17-59def48e88adb%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz8.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/Aagaz8.jpg	(from http://www.melangesimsr.com/)
10:22:12	58057/58057	---M--	200	added ('OK')	image/jpeg	etag:%22e2c9-59ded2700ce59%22	http://www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/NatGeo.JPG	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/NatGeo.jpg	(from http://www.melangesimsr.com/)
10:22:16	21036/21036	---M--	200	added ('OK')	image/jpeg	etag:%22522c-59e2954aa78b5%22	http://www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/Pepsico.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/Pepsico.jpg	(from http://www.melangesimsr.com/)
10:22:19	141939/141939	---M--	200	added ('OK')	image/jpeg	etag:%2222a73-59e00af54dc11%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR3.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR3.jpg	(from http://www.melangesimsr.com/)
10:22:20	19266/19266	---M--	200	added ('OK')	image/jpeg	etag:%224b42-59ded2787ff68%22	http://www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/Grapevine.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/sponsors/Sponsors20/Grapevine.jpg	(from http://www.melangesimsr.com/)
10:22:21	3768/3768	---M--	200	added ('OK')	image/png	etag:%22eb8-59ded07d9d797%22	http://www.melangesimsr.com/assets/melange2020/img/reachAlumni2.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/reachAlumni2.png	(from http://www.melangesimsr.com/)
10:22:21	15267/15267	---M--	200	added ('OK')	image/png	etag:%223ba3-59ded07cc0c5f%22	http://www.melangesimsr.com/assets/melange2020/img/reachInstitute2.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/reachInstitute2.png	(from http://www.melangesimsr.com/)
10:22:23	11445/11445	---M--	200	added ('OK')	image/png	etag:%222cb5-59ded07cdf0be%22	http://www.melangesimsr.com/assets/melange2020/img/reachFootfall2.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/reachFootfall2.png	(from http://www.melangesimsr.com/)
10:22:24	164966/164966	---M--	200	added ('OK')	image/jpeg	etag:%2228466-59def48e9947b%22	http://www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR10.jpg	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/Melange%20Pics/Gallery20/CSR10.jpg	(from http://www.melangesimsr.com/)
10:22:24	13338/13338	---M--	200	added ('OK')	image/png	etag:%22341a-59ded17b5cd84%22	http://www.melangesimsr.com/assets/melange2020/img/reachSM2.png	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/img/reachSM2.png	(from http://www.melangesimsr.com/)
10:22:24	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed63608-4d7%22	http://www.melangesimsr.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://www.melangesimsr.com/)
10:22:25	5339/5339	---M-Z	200	added ('OK')	application/javascript	etag:%2214db-59c0991c44600-gzip%22	http://www.melangesimsr.com/assets/melange2020/js/countdown/jquery.countdown.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/js/countdown/jquery.countdown.min.js	(from http://www.melangesimsr.com/)
10:22:25	2150/2150	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a46-59c0991b5230a-gzip%22	http://www.melangesimsr.com/assets/melange2020/js/countdown/countdown.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/js/countdown/countdown.js	(from http://www.melangesimsr.com/)
10:22:25	257/257	---MCZ	200	added ('OK')	application/javascript	etag:W/%228089-581368d874bda-gzip%22	http://www.melangesimsr.com/assets/melange2020/js/conf.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/js/conf.js	(from http://www.melangesimsr.com/)
10:22:26	7083/7083	---M-Z	200	added ('OK')	application/javascript	etag:%221bab-581368dc9946d-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/jquery/jquery-migrate.min.js	(from http://www.melangesimsr.com/)
10:22:26	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:%228ff-581368dc6d54e-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/easing/easing.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/easing/easing.min.js	(from http://www.melangesimsr.com/)
10:22:27	2355/2355	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ba6-581368dc86b8d-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/superfish/hoverIntent.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/superfish/hoverIntent.js	(from http://www.melangesimsr.com/)
10:22:27	4474/4474	---M-Z	200	added ('OK')	application/javascript	etag:%22117a-581368dc86b8d-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/superfish/superfish.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/superfish/superfish.min.js	(from http://www.melangesimsr.com/)
10:22:28	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:%221fdf-581368dc6c5ae-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/wow/wow.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/wow/wow.min.js	(from http://www.melangesimsr.com/)
10:22:29	11319/11319	---M-Z	200	added ('OK')	application/javascript	etag:%222c37-581368dc984cd-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/venobox/venobox.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/venobox/venobox.min.js	(from http://www.melangesimsr.com/)
10:22:29	70966/70966	---M-Z	200	added ('OK')	application/javascript	etag:%2211536-581368dc89a6d-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/bootstrap/js/bootstrap.bundle.min.js	(from http://www.melangesimsr.com/)
10:22:29	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%2215283-581368dc9a40d-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/jquery/jquery.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/jquery/jquery.min.js	(from http://www.melangesimsr.com/)
10:22:30	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-581368dc907cd-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/owlcarousel/owl.carousel.min.js	(from http://www.melangesimsr.com/)
10:22:31	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed63608-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/Melange/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from http://www.melangesimsr.com/)
10:22:31	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-581368dc6f48e-gzip%22	http://www.melangesimsr.com/assets/melange2020/lib/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/lib/font-awesome/css/font-awesome.min.css	(from http://www.melangesimsr.com/)
10:22:33	39235/39235	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:38%20GMT	http://www.melangesimsr.com/speaker_details?spno=1	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details09bc.html	(from http://www.melangesimsr.com/allspeakers)
10:22:35	77413/77413	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:38%20GMT	http://www.melangesimsr.com/speaker_details?spno=2	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details585c.html	(from http://www.melangesimsr.com/allspeakers)
10:22:37	59701/59701	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:39%20GMT	http://www.melangesimsr.com/speaker_details?spno=3	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_detailsb6f2.html	(from http://www.melangesimsr.com/allspeakers)
10:22:39	87954/87954	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:41%20GMT	http://www.melangesimsr.com/speaker_details?spno=4	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details1a60.html	(from http://www.melangesimsr.com/allspeakers)
10:22:40	81753/81753	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:43%20GMT	http://www.melangesimsr.com/speaker_details?spno=5	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details5b07.html	(from http://www.melangesimsr.com/allspeakers)
10:22:42	68281/68281	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:45%20GMT	http://www.melangesimsr.com/speaker_details?spno=6	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details0eef.html	(from http://www.melangesimsr.com/allspeakers)
10:22:44	59919/59919	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:47%20GMT	http://www.melangesimsr.com/speaker_details?spno=7	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details752e.html	(from http://www.melangesimsr.com/allspeakers)
10:22:46	32306/32306	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:48%20GMT	http://www.melangesimsr.com/speaker_details?spno=8	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details11eb.html	(from http://www.melangesimsr.com/allspeakers)
10:22:46	64682/64682	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:50%20GMT	http://www.melangesimsr.com/speaker_details?spno=9	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_detailsc0c9.html	(from http://www.melangesimsr.com/allspeakers)
10:22:49	72900/72900	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jun%202020%2004:52:52%20GMT	http://www.melangesimsr.com/speaker_details?spno=10	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/speaker_details2420.html	(from http://www.melangesimsr.com/allspeakers)
10:22:51	1098/1098	---M-Z	200	added ('OK')	application/javascript	etag:%2244a-581368d875b7a-gzip%22	http://www.melangesimsr.com/assets/melange2020/js/app.js	C:/My%20Web%20Sites/Melange/www.melangesimsr.com/assets/melange2020/js/app.js	(from http://www.melangesimsr.com/allspeakers)
